lat,lon,date,spd10,spd100,dir10,dir100
42.2,6.3,2024-09-09 00:00:00+00:00,45.630619049072266,53.027645111083984,304.06622314453125,304.7690124511719
42.2,6.4,2024-09-09 00:00:00+00:00,45.37856674194336,50.565582275390625,301.0416564941406,301.3134765625
42.2,6.5,2024-09-09 00:00:00+00:00,45.37856674194336,50.565582275390625,301.0416564941406,301.3134765625
42.2,6.6,2024-09-09 00:00:00+00:00,43.47661209106445,48.15530014038086,297.6258850097656,298.09759521484375
42.2,6.7,2024-09-09 00:00:00+00:00,41.38747024536133,46.69603729248047,295.22760009765625,295.5772399902344
42.2,6.8,2024-09-09 00:00:00+00:00,40.18154525756836,45.47414016723633,292.6593933105469,293.3177185058594
42.2,6.9,2024-09-09 00:00:00+00:00,40.18154525756836,45.47414016723633,292.6593933105469,293.3177185058594
42.2,7.0,2024-09-09 00:00:00+00:00,38.38518524169922,44.326805114746094,290.3045654296875,290.9373474121094
42.2,7.1,2024-09-09 00:00:00+00:00,36.771141052246094,42.918582916259766,288.2576599121094,288.5870056152344
42.2,7.2,2024-09-09 00:00:00+00:00,36.102455139160156,42.242897033691406,286.80877685546875,287.3540954589844
42.2,7.3,2024-09-09 00:00:00+00:00,36.102455139160156,42.242897033691406,286.80877685546875,287.3540954589844
42.2,7.4,2024-09-09 00:00:00+00:00,35.654541015625,41.79257583618164,286.4222717285156,287.0302429199219
42.2,7.5,2024-09-09 00:00:00+00:00,36.69175338745117,41.24161148071289,285.9454650878906,286.22027587890625
42.2,7.6,2024-09-09 00:00:00+00:00,37.03803253173828,40.35213088989258,285.79248046875,285.524169921875
42.2,7.7,2024-09-09 00:00:00+00:00,33.37919998168945,37.38457107543945,286.2850036621094,285.6423034667969
42.2,7.8,2024-09-09 00:00:00+00:00,33.37919998168945,37.38457107543945,286.2850036621094,285.6423034667969
42.2,7.9,2024-09-09 00:00:00+00:00,28.38526153564453,33.18450164794922,285.4463806152344,285.09161376953125
42.2,8.0,2024-09-09 00:00:00+00:00,27.607563018798828,31.085323333740234,282.04254150390625,283.39251708984375
43.2,6.3,2024-09-09 00:00:00+00:00,14.386493682861328,28.37384605407715,301.7013854980469,305.706787109375
43.2,6.4,2024-09-09 00:00:00+00:00,20.3168888092041,34.0709114074707,277.1249084472656,285.9454650878906
43.2,6.5,2024-09-09 00:00:00+00:00,16.73516082763672,32.03999710083008,288.8247985839844,295.9891662597656
43.2,6.6,2024-09-09 00:00:00+00:00,20.3168888092041,34.0709114074707,277.1249084472656,285.9454650878906
43.2,6.7,2024-09-09 00:00:00+00:00,20.3168888092041,34.0709114074707,277.1249084472656,285.9454650878906
43.2,6.8,2024-09-09 00:00:00+00:00,35.78696823120117,40.09113693237305,264.8056640625,265.3646240234375
43.2,6.9,2024-09-09 00:00:00+00:00,35.78696823120117,40.09113693237305,264.8056640625,265.3646240234375
43.2,7.0,2024-09-09 00:00:00+00:00,37.8804817199707,43.7381477355957,261.25390625,261.0029296875
43.2,7.1,2024-09-09 00:00:00+00:00,40.18638229370117,48.17547607421875,260.2002258300781,260.5377502441406
43.2,7.2,2024-09-09 00:00:00+00:00,42.291954040527344,50.554046630859375,258.2118225097656,259.33026123046875
43.2,7.3,2024-09-09 00:00:00+00:00,42.291954040527344,50.554046630859375,258.2118225097656,259.33026123046875
