lat,lon,date,spd10,spd100,dir10,dir100
42.0,-5.0,2024-09-09 00:00:00+00:00,10.195056915283203,19.079999923706055,47.862483978271484,58.1092414855957
42.0,-3.0,2024-09-09 00:00:00+00:00,6.877789497375488,10.805997848510742,42.87890625,29.981555938720703
42.0,-1.0,2024-09-09 00:00:00+00:00,20.873790740966797,35.647274017333984,302.319580078125,308.02728271484375
42.0,1.0,2024-09-09 00:00:00+00:00,3.617955207824707,7.235910415649414,354.28948974609375,354.28948974609375
42.0,3.0,2024-09-09 00:00:00+00:00,9.346142768859863,20.172853469848633,15.642312049865723,357.9546203613281
42.0,5.0,2024-09-09 00:00:00+00:00,48.029991149902344,58.26219177246094,319.86456298828125,320.0131530761719
42.0,7.0,2024-09-09 00:00:00+00:00,37.064266204833984,43.680328369140625,294.07550048828125,293.81866455078125
42.0,9.0,2024-09-09 00:00:00+00:00,5.191993713378906,8.854828834533691,236.30990600585938,243.4350128173828
42.3,-5.0,2024-09-09 00:00:00+00:00,6.193674087524414,10.308830261230469,54.46223831176758,65.2248764038086
42.3,-3.0,2024-09-09 00:00:00+00:00,3.545588731765747,4.452953815460205,203.96249389648438,194.03627014160156
42.3,-1.0,2024-09-09 00:00:00+00:00,18.847640991210938,33.04360580444336,331.47698974609375,336.2276611328125
42.3,1.0,2024-09-09 00:00:00+00:00,12.229406356811523,24.1226863861084,47.385982513427734,37.72506332397461
42.3,3.0,2024-09-09 00:00:00+00:00,21.09612274169922,38.38518524169922,334.74688720703125,339.6954345703125
42.3,5.0,2024-09-09 00:00:00+00:00,52.70896911621094,64.6758804321289,316.38360595703125,316.3531188964844
42.3,7.0,2024-09-09 00:00:00+00:00,38.36492156982422,44.85432434082031,288.60504150390625,288.72589111328125
42.3,9.0,2024-09-09 00:00:00+00:00,8.66994857788086,17.57744026184082,221.63345336914062,235.00790405273438
42.6,-5.0,2024-09-09 00:00:00+00:00,5.154415607452393,14.145755767822266,12.094738960266113,14.743609428405762
42.6,-3.0,2024-09-09 00:00:00+00:00,4.213691711425781,6.119999885559082,250.0167999267578,180.0
42.6,-1.0,2024-09-09 00:00:00+00:00,6.989935398101807,15.192682266235352,348.1113586425781,346.2929992675781
42.6,1.0,2024-09-09 00:00:00+00:00,8.21715259552002,17.727943420410156,331.1893005371094,336.0375061035156
42.6,3.0,2024-09-09 00:00:00+00:00,24.79822540283203,38.540184020996094,320.30096435546875,319.1665954589844
42.6,5.0,2024-09-09 00:00:00+00:00,53.067955017089844,65.29411315917969,311.1492614746094,311.423583984375
42.6,7.0,2024-09-09 00:00:00+00:00,39.64088439941406,46.195167541503906,283.65765380859375,283.0615539550781
42.6,9.0,2024-09-09 00:00:00+00:00,22.238561630249023,33.402488708496094,240.9454803466797,239.5658416748047
42.9,-5.0,2024-09-09 00:00:00+00:00,10.805998802185059,20.54840087890625,1.9091109037399292,3.012732744216919
42.9,-3.0,2024-09-09 00:00:00+00:00,2.811689853668213,3.054701328277588,219.80552673339844,224.99989318847656
42.9,-1.0,2024-09-09 00:00:00+00:00,12.979984283447266,21.03152084350586,356.8202209472656,353.11834716796875
42.9,1.0,2024-09-09 00:00:00+00:00,2.545584201812744,4.553679466247559,224.99989318847656,288.4350280761719
42.9,3.0,2024-09-09 00:00:00+00:00,23.269481658935547,38.64093017578125,304.9194641113281,303.9862060546875
42.9,5.0,2024-09-09 00:00:00+00:00,50.399993896484375,60.408172607421875,306.8699645996094,307.0065612792969
42.9,7.0,2024-09-09 00:00:00+00:00,39.834938049316406,46.67521286010742,276.2257385253906,275.75445556640625
42.9,9.0,2024-09-09 00:00:00+00:00,36.91009521484375,43.0617790222168,249.44387817382812,249.44386291503906
43.2,-5.0,2024-09-09 00:00:00+00:00,5.091168403625488,10.239453315734863,261.8699951171875,280.1246032714844
43.2,-3.0,2024-09-09 00:00:00+00:00,5.014219284057617,7.1003098487854,201.03758239746094,239.53453063964844
43.2,-1.0,2024-09-09 00:00:00+00:00,5.351784706115723,11.298495292663574,199.65391540527344,239.3494110107422
43.2,1.0,2024-09-09 00:00:00+00:00,11.901798248291016,23.762725830078125,266.5318298339844,270.8680419921875
43.2,3.0,2024-09-09 00:00:00+00:00,20.969804763793945,35.62363052368164,281.8886413574219,284.0362548828125
43.2,5.0,2024-09-09 00:00:00+00:00,44.987037658691406,52.63883972167969,309.8055114746094,310.0061950683594
43.2,7.0,2024-09-09 00:00:00+00:00,37.8804817199707,43.7381477355957,261.25390625,261.0029296875
43.2,9.0,2024-09-09 00:00:00+00:00,39.575443267822266,45.6873893737793,238.7681427001953,239.191162109375
43.5,-5.0,2024-09-09 00:00:00+00:00,12.074766159057617,20.991426467895508,243.4350128173828,247.83360290527344
43.5,-3.0,2024-09-09 00:00:00+00:00,30.853069305419922,36.224300384521484,258.5589904785156,259.6952209472656
43.5,-1.0,2024-09-09 00:00:00+00:00,11.808877944946289,23.185787200927734,217.56866455078125,233.8417205810547
43.5,1.0,2024-09-09 00:00:00+00:00,13.084402084350586,26.009841918945312,262.0929260253906,265.2364501953125
43.5,3.0,2024-09-09 00:00:00+00:00,5.495161056518555,10.895576477050781,211.60745239257812,262.40545654296875
43.5,5.0,2024-09-09 00:00:00+00:00,16.119800567626953,30.385364532470703,299.4273681640625,306.326904296875
43.5,7.0,2024-09-09 00:00:00+00:00,23.933908462524414,42.52573776245117,254.29129028320312,256.7872314453125
43.5,9.0,2024-09-09 00:00:00+00:00,40.104061126708984,46.37157440185547,233.0271453857422,233.8417205810547
